adult,backdrop_path,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,production_companies_name,production_companies_country
False,/lV2UQv1qmiZA0tWsVjgFLD6z2uG.jpg,135000000,"['Action', 'Crime', 'Thriller']",,82,tt0430357,en,Miami Vice,"A case involving drug lords and murder in South Florida takes a personal turn for undercover detectives Sonny Crockett and Ricardo Tubbs. Unorthodox Crockett gets involved romantically with the Chinese-Cuban wife of a trafficker of arms and drugs, while Tubbs deals with an assault on those he loves.",16.891,/1KGD2g0wOc7WBfHc5G19reLHQxk.jpg,"['UY', 'US', 'DE', 'PY']",2006-07-27,163794509,132,"['en', 'es']",Released,No Law. No Rules. No Order.,Miami Vice,False,5.982,1527,"['Metropolis Films', 'Universal Pictures', 'Forward Pass', 'Motion Picture ETA Produktionsgesellschaft', 'Foqus Arte Digital', 'Michael Mann Productions']","['UY', 'US', 'US', '', 'PY', '']"
False,/58BUQzjN6TH0bLe6JEfgMbHc55u.jpg,130000,"['Drama', 'Thriller', 'Horror']",,83,tt0374102,en,Open Water,"Two divers are left out at sea without a boat. There’s nothing but water for miles, unless they look at what’s underneath them...",13.762,/pjLh97W1J8AdcuKWzqqdKHfYmp5.jpg,['US'],2003-10-26,54667954,79,['en'],Released,Scream all you want.,Open Water,False,5.512,941,['Plunge Pictures LLC'],['']
False,/c7Mjuip0jfHLY7x8ZSEriRj45cu.jpg,18000000,"['Adventure', 'Action']",http://www.indianajones.com,85,tt0082971,en,Raiders of the Lost Ark,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",41.684,/ceG9VzoRAVGwivFU403Wc3AHRys.jpg,['US'],1981-06-12,389925971,115,"['en', 'es', 'de', 'he', 'ar', 'ne']",Released,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,Raiders of the Lost Ark,False,7.922,10930,"['Paramount', 'Lucasfilm Ltd.']","['US', 'US']"
False,/60PJPzXtQmLQdaCNuWUrrHe1mzu.jpg,6000000,"['Drama', 'Romance']",http://www.elementarteilchen.film.de/,86,tt0430051,de,Elementarteilchen,"Based on Michel Houellebecq's controversial novel, Atomised (aka The Elementary Particles) focuses on Michael and Bruno, two very different half-brothers and their disturbed sexuality.  After a chaotic childhood with a hippie mother only caring for her affairs, Michael, a molecular biologist, is more interested in genes than women, while Bruno is obsessed with his sexual desires, but mostly finds his satisfaction with prostitutes.  But Bruno's life changes when he gets to know the experienced Christiane.  In the meantime, Michael meets Annabelle, the love of his youth, again.",7.096,/wpGpR7GewyApPgqPvuWadBAfmFc.jpg,['DE'],2006-02-10,0,105,"['en', 'de']",Released,,The Elementary Particles,False,6.209,117,"['Moovie', 'Medienfonds German Film Productions GmbH & Co. KG', 'Constantin Film', 'ARD']","['DE', 'DE', 'DE', 'DE']"
False,/iO73omOyLwUPW22EpaZkJNC72ec.jpg,28000000,"['Adventure', 'Action']",http://www.indianajones.com,87,tt0087469,en,Indiana Jones and the Temple of Doom,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",30.07,/n9WlJCilqSZ3m1ROSzv31v7KVOf.jpg,['US'],1984-05-23,333000000,118,"['zh', 'en', 'si']",Released,If adventure has a name... it must be Indiana Jones.,Indiana Jones and the Temple of Doom,False,7.297,8057,"['Paramount', 'Lucasfilm Ltd.']","['US', 'US']"
False,/6iDQCBUSZKzY8Rnu8ECwl2gXcfG.jpg,6000000,"['Drama', 'Music', 'Romance']",http://lionsgateathome.com/dirty-dancing,88,tt0092890,en,Dirty Dancing,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer—and unexpectedly falling in love.",27.214,/9Jw6jys7q9gjzVX5zm1z0gC8gY9.jpg,['US'],1987-08-21,214577242,100,['en'],Released,Have the time of your life.,Dirty Dancing,False,7.347,5489,"['Great American Films Limited Partnership', 'Vestron Pictures']","['', 'US']"
False,/12fvZHskx57kQfNEUXJ3v0flWYQ.jpg,48000000,"['Adventure', 'Action']",http://www.indianajones.com/crusade,89,tt0097576,en,Indiana Jones and the Last Crusade,"In 1938, an art collector appeals to eminent archaeologist Dr. Indiana Jones to embark on a search for the Holy Grail. Indy learns that a medieval historian has vanished while searching for it, and the missing man is his own father, Dr. Henry Jones Sr.. He sets out to rescue his father by following clues in the old man's notebook, which his father had mailed to him before he went missing. Indy arrives in Venice, where he enlists the help of a beautiful academic, Dr. Elsa Schneider, along with Marcus Brody and Sallah. Together they must stop the Nazis from recovering the power of eternal life and taking over the world!",39.663,/sizg1AU8f8JDZX4QIgE4pjUMBvx.jpg,['US'],1989-05-24,474171806,127,"['ar', 'en', 'de', 'el']",Released,"The man with the hat is back. And this time, he's bringing his Dad.",Indiana Jones and the Last Crusade,False,7.839,8841,"['Paramount', 'Lucasfilm Ltd.']","['US', 'US']"
False,/tKi5HYDSuxP4I26fxyF2UVvAtLa.jpg,14000000,"['Action', 'Comedy', 'Crime']",https://www.paramount.com/movies/beverly-hills-cop,90,tt0086960,en,Beverly Hills Cop,A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.,19.139,/eBJEvKkhQ0tUt1dBAcTEYW6kCle.jpg,['US'],1984-12-05,316360478,105,['en'],Released,The Heat Is On!,Beverly Hills Cop,False,7.185,3516,"['Paramount', 'Eddie Murphy Productions', 'Don Simpson/Jerry Bruckheimer Films']","['US', 'US', 'US']"
False,/aaRbO3m3L3yVg2L73QLYvgP23hj.jpg,0,['Documentary'],,91,tt0023037,es,Las Hurdes,"An exploration —manipulated and staged— of life in Las Hurdes, in the province of Cáceres, in Extremadura, Spain, as it was in 1932. Insalubrity, misery and lack of opportunities provoke the emigration of young people and the solitude of those who remain in the desolation of one of the poorest and least developed Spanish regions at that time. (Silent short, voiced in 1937 and 1996.)",7.266,/iQM715v277SIw66Y1bJ1KiK5WNx.jpg,"['FR', 'ES']",1933-12-01,0,29,"['fr', 'xx']",Released,,Land Without Bread,False,7.091,132,['Ramón Acín'],['']
False,,0,['Documentary'],,92,tt0169024,en,Megacities,Megacities is a documentary about the slums of five different metropolitan cities.,2.401,/qO48XLCG58cICOgAR57ao0PrJ6A.jpg,"['AT', 'CH']",1998-08-12,0,94,"['es', 'hi', 'en', 'ru']",Released,,Megacities,False,6.9,17,"['Lotus-Film', 'Fama Film AG']","['AT', '']"
False,/jtCNu6f3MCFuEQ4cyHcNdI1QUjI.jpg,2000000,"['Crime', 'Drama', 'Mystery']",,93,tt0052561,en,Anatomy of a Murder,"Semi-retired Michigan lawyer Paul Biegler takes the case of Army Lt. Manion, who murdered a local innkeeper after his wife claimed that he raped her. Over the course of an extensive trial, Biegler parries with District Attorney Lodwick and out-of-town prosecutor Claude Dancer to set his client free, but his case rests on the victim's mysterious business partner, who's hiding a dark secret.",16.088,/zMxLbSPpToTCc6yK2Gddhx6nHNN.jpg,['US'],1959-07-01,8000000,161,['en'],Released,"No search of human emotions has ever probed so deeply, so truthfully as… Anatomy of a Murder.",Anatomy of a Murder,False,7.838,807,['Columbia Pictures'],['US']
False,,0,['Comedy'],,94,tt0436488,de,Kunstgriff,Kunstgriff is a brilliantly filmed black and white short film. Andre F. Nebe gives proof of his storytelling abilities in this 6 minute film.,0.6,/82CFTXepfmETr2C4n7ZlrpLyjAx.jpg,['DE'],2002-01-01,0,6,['xx'],Released,,Kunstgriff,False,8.5,2,['Hamburger Filmschule'],['DE']
False,/sODk4VuMTt8S56zYFOr1Kx8BFqu.jpg,140000000,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",,95,tt0120591,en,Armageddon,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",32.381,/eTM3qtGhDU8cvjpoa6KEt5E2auU.jpg,['US'],1998-07-01,553799566,151,"['en', 'ru']",Released,The Earth's Darkest Day Will Be Man's Finest Hour,Armageddon,False,6.824,7108,"['Touchstone Pictures', 'Jerry Bruckheimer Films', 'Valhalla Motion Pictures']","['US', 'US', 'US']"
False,/bIA65PCRtIQfBvIoKohJbtOPl3M.jpg,28000000,"['Action', 'Comedy', 'Crime']",https://www.paramount.com/movies/beverly-hills-cop-ii,96,tt0092644,en,Beverly Hills Cop II,"Axel heads for the land of sunshine and palm trees to find out who shot police Captain Andrew Bogomil. Thanks to a couple of old friends, Axel's investigation uncovers a series of robberies masterminded by a heartless weapons kingpin—and the chase is on.",19.05,/egDakU8O5yUwpUJP9IMAUVtIDll.jpg,['US'],1987-05-18,299965036,103,['en'],Released,The Heat's Back On!,Beverly Hills Cop II,False,6.467,2068,"['Eddie Murphy Productions', 'Paramount', 'Don Simpson/Jerry Bruckheimer Films']","['US', 'US', 'US']"
False,/vUmeBHiGp5r2ydd8aEvbNLamTVD.jpg,17000000,"['Science Fiction', 'Action', 'Adventure']",https://movies.disney.com/tron,97,tt0084827,en,Tron,"When brilliant video game maker Flynn hacks the mainframe of his ex-employer, he is beamed inside an astonishing digital world...and becomes part of the very game he is designing. In his mission through cyberspace, Flynn matches wits with a maniacal Master Control Program and teams up with Tron, a security measure created to bring balance to the digital environment.",22.122,/zwSFEczP7AzqugAHHIX3zHniT0t.jpg,['US'],1982-07-09,33000000,96,['en'],Released,A world inside the computer where man has never been. Until now.,Tron,False,6.678,1965,"['Lisberger/Kushner Productions', 'Walt Disney Productions']","['', 'US']"
False,/3ZVEtQxVPpEp5LNpAULDcxadTU3.jpg,103000000,"['Action', 'Drama', 'Adventure']",,98,tt0172495,en,Gladiator,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.",50.781,/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg,"['GB', 'US']",2000-05-04,465361176,155,['en'],Released,A hero will rise.,Gladiator,False,8.206,16412,"['Universal Pictures', 'Scott Free Productions', 'Red Wagon Entertainment', 'Mill Film', 'C & L', 'Dawliz', 'DreamWorks Pictures']","['US', 'GB', 'US', 'GB', 'MT', 'MA', 'US']"
False,/tilClWjFZeUTGJu0pxgF72fvUmN.jpg,8272296,"['Comedy', 'Drama']",,99,tt0185125,es,Todo sobre mi madre,"Following the tragic death of her teenage son, Manuela travels from Madrid to Barcelona in an attempt to contact the long-estranged father the boy never knew. She reunites with an old friend, an outspoken transgender sex worker, and befriends a troubled actress and a pregnant, HIV-positive nun.",12.01,/hjQhzhkGYXPNM96k0mOgob6HMmn.jpg,"['ES', 'FR']",1999-04-16,67872296,101,"['ca', 'es']",Released,Part of every woman is a mother/actress/saint/sinner. And part of every man is a woman.,All About My Mother,False,7.663,1627,"['Renn Productions', 'France 2 Cinéma', 'El Deseo', 'Vía Digital', 'Canal+']","['FR', 'FR', 'ES', 'ES', 'FR']"
False,/cXQH2u7wUIX1eoIdEj51kHXoWhX.jpg,1350000,"['Comedy', 'Crime']",http://www.universalstudiosentertainment.com/lock-stock-and-two-smoking-barrels/,100,tt0120735,en,"Lock, Stock and Two Smoking Barrels",A card shark and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,9.471,/8kSerJrhrJWKLk1LViesGcnrUPE.jpg,"['GB', 'US']",1998-08-28,28356188,105,['en'],Released,A Disgrace to Criminals Everywhere.,"Lock, Stock and Two Smoking Barrels",False,8.133,5901,"['Summit Entertainment', 'The Steve Tisch Company', 'SKA Films', 'PolyGram Filmed Entertainment', 'HandMade Films']","['US', '', 'GB', 'US', 'GB']"
False,/jRJrQ72VLyEnVsvwfep8Xjlvu8c.jpg,16000000,"['Crime', 'Drama', 'Action']",,101,tt0110413,en,Léon: The Professional,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",44.701,/yI6X2cCM5YPJtxMhUd3dPGqDAhw.jpg,"['US', 'FR']",1994-09-14,45284974,111,"['en', 'fr', 'it']",Released,"If you want a job done well, hire a professional.",Léon: The Professional,False,8.3,13202,"['Gaumont', 'Les Films du Dauphin']","['FR', 'FR']"
False,/1pRNzOM7OQA29cVayaCheBI4vn7.jpg,0,"['Drama', 'Romance']",,102,tt0315543,da,Elsker dig for evigt,"Cecilie and Joachim are about to get married when a freak car accident leaves Joachim disabled, throwing their lives into a spin. The driver of the other car, Marie, and her family don’t get off lightly, either. Her husband Niels works in the hospital where he meets Cecilie and falls madly in love with her.",6.906,/hOrV2fCw2kmSiS4ZMGFPfXqr3lt.jpg,['DK'],2002-09-06,0,113,['da'],Released,,Open Hearts,False,6.8,85,"['Zentropa Entertainments', 'Det Danske Filminstitut']","['DK', 'DK']"
